,Tweet,Date
534,"RT @BTC_Macro: Soon, demand for Bitcoin will be far greater than supply.

Once people realizes this, price will skyrocket. We could literal…",2020-02-06 23:58:49
535,"RT @LungoTrades: $go
$btc pairing: 3D

Worth the wait. 

#bitcoin #crypto https://t.co/pp4kPtuPh4",2020-02-06 23:58:48
536,"RT @whale_alert: 1,000 #BTC (9,726,435 USD) transferred from unknown wallet to #Binance

Tx: https://t.co/cr0ykLFrOp",2020-02-06 23:58:40
537,"Node went down for an update tonight, lightning shell has arrived.  @CryptoCloaks #bitcoin ☠️ https://t.co/SDklEjhrUh",2020-02-06 23:58:39
538,"RT @CryptoFinally: I am giving away $100 in $BTC

🔑 RT, Like &amp; Comment

🔑 Join @zelaatech Telegram:
https://t.co/vMpBcn5bJf

💰 2 Win $50 in…",2020-02-06 23:58:37
539,"RT @KennethBosak: #Bitcoin Giveaway: ($25 $BTC)

Prizes:
$5.00 via #BTC x 5 Winners

Rules:
🥇Follow @TheMikeSalvi 
🥈Tag 3 funny people
🥉Com…",2020-02-06 23:58:37
540,RT @BTCLit: 🍎Info in links 📚under twits showing why I put more powder on $AMB #SupplyChain than $WTC &amp; $VET #Investment #altcoin #startups…,2020-02-06 23:58:34
541,"RT @alistairmilne: Google trends data for 'bitcoin halving'
🤫 https://t.co/C9rnkArfCw",2020-02-06 23:58:33
542,"RT @TruthRaiderHQ: There is really only about 4-5 million #bitcoin on the table right now...

3-4 million lost due to technical blunder and…",2020-02-06 23:58:33
543,@realDonaldTrump @Astro_Christina @Astro_Jessica Trump Make bitcoin the currency of the United States and say gold… https://t.co/TLLwzevAgm,2020-02-06 23:58:33
544,RT @LordRay23: #Bitcoin on the weekly chart has reached the next overhead resistance back from February of 2018. #BTC is now hitting 60 on…,2020-02-06 23:58:30
545,RT @albertwenger: Interesting proposal from @blockstack for a novel proof of transfer to anchor security to #bitcoin https://t.co/pbmjGK6sYY,2020-02-06 23:58:29
546,https://get.crypto https://t.co/iXgPLfkcFc if you like to get free paid in bitcoin. follow me with that good site .… https://t.co/OqZxKiDSIb,2020-02-06 23:58:27
547,@TylaYaweh Kiddo buy bitcoin  💯💯💯💯💯,2020-02-06 23:58:25
548,"Many regrets on #Bitcoin #BTC, but we got chance on #SupplyChain coin $AMB Ambrosus will sign $80Billion revenue co… https://t.co/gLVpLb5PIh",2020-02-06 23:58:23
549,I need my Bitcoin stock to keep rising. Wassup scammers?,2020-02-06 23:58:21
550,Interesting response to potential state attacks on bitcoin mining: https://t.co/B1aoiCuJFy,2020-02-06 23:58:20
551,"RT @Bitcoin: ""Do you have any concerns of a nationstate attack on bitcoin?""

""I don't worry about that at all"" https://t.co/owQKJu5ln6",2020-02-06 23:58:19
552,RT @Coinboard: ‘95% Confidence’: Ethereum Developers Pencil In July 2020 for Eth 2.0 Launch https://t.co/xUqkOqpZuk via @coindesk #bitcoin…,2020-02-06 23:58:18
553,"cryptodailyuk: View The #Bitcoin #Blockchain First Hand In 3D

Read more: https://t.co/vKgc88MoWC",2020-02-06 23:58:11
554,RT @gumbocorp: How #bitcoin is immune to governments and countries: https://t.co/lsv50tSdqY,2020-02-06 23:58:04
555,"-2.18%↘️price down probability 68%
1492 #BTC is transferred from unknown wallet to unknown wallet, 17 counted trans… https://t.co/AaOHxI7UCo",2020-02-06 23:58:04
556,@TheVladCostea I'm quite sure Bitcoin will no longer be a thing at that time :),2020-02-06 23:58:02
557,Fair Go Casino - $5 Free Chip Sign Up Bonus &amp; February 2020 Free Chips and Free Spins List https://t.co/jisaclV8LE… https://t.co/77r4unm2Wd,2020-02-06 23:58:00
558,"RT @decoin_io: #Decoin launched credit cards payments!

You can now Buy Bitcoin or other supported currency with your Credit-Card from @dec…",2020-02-06 23:57:58
559,"RT @fundstrat: 👇

Global 
household 
liquid assets
$300 trillion USD
.
.
.
.
.
.
.
.
.
S&amp;P 500
$25 trillion
.
.
.
Bitcoin
$200 billion

Not…",2020-02-06 23:57:58
560,@Gonzalodlg @JorgeLAlmengor @PublioDeGracia The Bitcoin Standard: The Decentralized Alternative to Central Banking https://t.co/BcfJDT8cyt,2020-02-06 23:57:52
561,"RT @WhiteWolfTrader: Something I've noticed about #Bitcoin 

1. Use a Renko chart—H4, ATR(14)—to find key HTF S/R levels. Look for intersec…",2020-02-06 23:57:51
562,View the Bitcoin Blockchain First Hand in 3D https://t.co/ShEg4lQrwt #bitcoin,2020-02-06 23:57:50
563,RT @KrownsFam: Old man yells at #Bitcoin https://t.co/Tkkm0SjE1k,2020-02-06 23:57:48
564,"RT @LadyFexchange: #TGIF WE BUY &amp; SELL #bitcoin #Litecoin #Ethereum #ChineseYuan @LadyFexchange ... on #Friday
.
.
.
#blockchain
#digitalcu…",2020-02-06 23:57:48
565,"#TGIF WE BUY &amp; SELL #bitcoin #Litecoin #Ethereum #ChineseYuan @LadyFexchange ... on #Friday
.
.
.
#blockchain… https://t.co/h9saALYkT4",2020-02-06 23:57:43
566,"https://t.co/my5lwxbIHn 
#domain for sale #Sedo for #cryptocurrency projects  
#CryptoNews #Trading #Exchanges #ETH… https://t.co/2ZBMcwdbsn",2020-02-06 23:57:39
567,"RT @stone_toss: Joke: Nothing is backing bitcoin
Broke: Nothing is backing the dollar
WOKE: Nothing is backing gold",2020-02-06 23:57:36
568,RT @coinok: Order your secure and smart BTC/ETH/Altcoin hardware wallet - Only 94.80 EUR https://t.co/WC9nt6QCb7 #bitcoin #btc #eth #altcoi…,2020-02-06 23:57:33
569,"@SirToshiTV how much is it ? 
I trade shit not Bitcoin.",2020-02-06 23:57:29
570,"@SasquatchMuscle Cmon man, it boils my blood to see all that shit pumping along with bitcoin... sometjing is not right here.",2020-02-06 23:57:29
571,"Friday early morning #bitcoinwalking 🚶‍♀️🦘🤠😄😻in overcast Brisbane,Au listened to ""Untold Stories"" @CharlieShrem wit… https://t.co/FOLACaUOiG",2020-02-06 23:57:29
572,"RT @diamond_buddha: How is Perlin’s market cap only 8 million dollars?

Has somebody hacked reality?

This is simply a REAL “once in a life…",2020-02-06 23:57:27
573,bitcoin changed my life,2020-02-06 23:57:26
574,"Insider Tip: #Bitcoin pumps to @acdc. Always has, always will. $BTC.🤘😎 https://t.co/lddUOdERst",2020-02-06 23:57:21
575,@AndrewYang Never thought I would be supporting a Democrat but Andrew Yang is one the brightest politicians in rece… https://t.co/kLiERbjxrW,2020-02-06 23:57:18
576,"RT @bloqport: @coinkit_ Just like last time, we're also going to DM 5 people $25 worth of Bitcoin! 🔥

All you have to do is go to our profi…",2020-02-06 23:57:16
577,"RT @BlazeBitcoin: Launch of the Long awaited Token [Bitcoin Blaze Token]

We are Giving 500k Bitcoin Blaze Token Each to 500 users

Name :…",2020-02-06 23:57:14
578,RT @blockfolio: my battery percentage at the end of the day is a measure of how volatile bitcoin was,2020-02-06 23:57:11
579,RT @America14047750: Digital currency is coming one way or another. Will American patriots embrace freedom through #bitcoin or will they al…,2020-02-06 23:57:10
580,"RT @smarttapu: @Murraywolf2 Only problem is 100 billions of #XRP
If it would have only 1 billion of total Supply  then 
 #XRP No 1 in crypt…",2020-02-06 23:57:10
581,RT @elastosinsights: I am predicting 2021 will be a a massive year for crypto and a bull market that will make the last look like a piss in…,2020-02-06 23:57:10
582,"🔹Click for Download🔹https://t.co/wVbE3oP5HH
.
#Mining #Crypto #cryptocurrency #cryptomonnaie #Applications #Cash… https://t.co/Dbo1Ytslhx",2020-02-06 23:57:08
583,"@BVBTC @TFTC21 Also, an even better mindset is STOP looking for a lottery ticket altogether. #Bitcoin is a better s… https://t.co/MNB8HWvR91",2020-02-06 23:57:07
584,"Sold: ZIL, quantity: 29949.09, price: 3.504e-05
Bought: ARN, quantity: 1452.6, price: 0.00072306
Current ETH holdin… https://t.co/NrCVNN73lY",2020-02-06 23:57:05
585,US Marshals Will Auction $40M in Bitcoin This Month https://t.co/ta2mE7wbI7 https://t.co/lVFPAFFSm4,2020-02-06 23:57:03
586,📽️ CryptoWendyO: CHINA SHUTTING DOWN BITCOIN MINERS - CRYPTO MOM PROPOSES 3 YEAR GRACE PERIOD - BITCOIN LONG IDEA… https://t.co/TTHCe22Ong,2020-02-06 23:57:03
587,$BTC Going up signal on a 30 minute chart! Price: \1070736 (2020/02/07 08:55) #仮想通貨 #暗号資産 #ビットコイン #Bitcoin #BTC #cryptocurrency,2020-02-06 23:57:02
588,"I need a drift car like the old days. 

Anyway...
I'm only accepting your donations in Bitcoin only.",2020-02-06 23:57:01
589,"RT @two2wheel2life: So in the thread 👇 Brian Armstrong, @coinbase CEO, basically outlined some of what #Bitcoin #BSV is going to do. I don'…",2020-02-06 23:56:58
590,@GuptaThoughts @mordecaidesign You have any good resources for learning more about Bitcoin? I'm considering investing!,2020-02-06 23:56:56
591,"RT @CannabisGroup19: [Market] Bitcoin, Ethereum &amp; Litecoin – American Wrap: 2/5/2020 https://t.co/rI9GmJJHu4 https://t.co/izEEPxo092",2020-02-06 23:56:53
592,RT @Bitcoin: The March of the Bulls. 🐂🐂🐂🐂 https://t.co/cv1nCMuiUB,2020-02-06 23:56:53
593,"@CityofAngles_ Rhinestones: Good looking woman with a salary + benefits + country home...

Rare Gems: A Visionary w… https://t.co/VCE1EVYit6",2020-02-06 23:56:51
594,RT @Bitcoin: The March of the Bulls. 🐂🐂🐂🐂 https://t.co/cv1nCMuiUB,2020-02-06 23:56:51
595,"[Market] Bitcoin, Ethereum &amp; Litecoin – American Wrap: 2/5/2020 https://t.co/rI9GmJJHu4 https://t.co/izEEPxo092",2020-02-06 23:56:48
596,RT @SPCMNspliff: TFW you own bitcoin https://t.co/CO1DjVZ9OA,2020-02-06 23:56:45
597,"RT @justinsuntron: Great things take time. Thank you @WarrenBuffett for your dinner, wisdom, &amp; vision. I’ll always remember your sage advic…",2020-02-06 23:56:37
598,"RT @LinkupVe: #linkup #Venezuela #Comingsoon #giveaways #rewards #pasión #amor #friends

Follow @linkupfounders for updates
@LinkupVe @bitc…",2020-02-06 23:56:35
599,"@Bitcoin_Sam @bitcoinbella_ Nothing to do with this topic.

People look at this space like it's a joke. And it is.… https://t.co/W9noclquvh",2020-02-06 23:56:32
600,"RT @bgarlinghouse: Also..this is the same guy that said bitcoin will go to 20K in 2019 ‾\_(ツ)_/‾   #notNostradamus

He did predict Tom Hank…",2020-02-05 23:59:56
601,"RT @misir_mahmudov: Bitcoin's total addressable market is $100T

Even if it captures a couple percent, bitcoin's market cap will be in the…",2020-02-05 23:59:52
602,RT @bloqport: Bitcoin has had its best January since 2012 and the crypto market has gained $17 Billion in just 48 hours. If the total crypt…,2020-02-05 23:59:52
603,RT @pascalboyart: Just finished my 1st big mural and couldn't resist to add a #Bitcoin QR code! https://t.co/v3ao3rIeYd,2020-02-05 23:59:52
604,Time to buy some #bitcoin #crypto #tesla #gold #forex https://t.co/7X0WZ2lqAV,2020-02-05 23:59:50
605,@c4chaos @nic__carter Tesla is useful and a store of broken windshields . Bitcoin is not,2020-02-05 23:59:49
606,"RT @CryptoBull: The breakout from this thing is likely to lead to the biggest weekly green candle in bitcoin's history. 

Consider yourself…",2020-02-05 23:59:47
607,"Bitcoin Hedge Argument Growing Stronger With Time, Says Pomp CRYPTO CRYPTO NEWS - https://t.co/0lTw9XlGGp",2020-02-05 23:59:46
608,"RT @bloqport: Who’s go their tweet notifications on?

Send us a screenshot and we’ll tip a few of you some free bitcoin in your DMs. 

@coi…",2020-02-05 23:59:45
609,@Jess3Livermore @PrestonPysh @Bitcoin who cares about the fed - it's unstoppable - have been hearing the same fud since $0.90,2020-02-05 23:59:44
610,@Ctrlbreak @Bitcoin_Bacon Well now you have.  :),2020-02-05 23:59:41
611,RT @nic__carter: the millennial 60/40 portfolio – 60% tesla 40% bitcoin,2020-02-05 23:59:40
612,"RT @extstock: Receive free 10 FLXC tokens with ExtStock Airdrop!
Steps:
1. Follow us @extstock
2. RT this tweet
3. Comment with #cryptocurr…",2020-02-05 23:59:39
613,Sometimes seeing is believe.. As Y'all know  I have been tweeting about Tatcoin pre-sale this is my wallet as an in… https://t.co/OMRFakvRNP,2020-02-05 23:59:39
614,"RT @ProTrader_Mike: $BTC Bitcoin to hit 10,000++",2020-02-05 23:59:38
615,"RT @VentureCoinist: $BTC testing 9500 resistance for the 3rd time in a week. 

If we see a breakout, 5 digit Bitcoin is the next target. ht…",2020-02-05 23:59:37
616,"RT @bloqport: $10 million per Bitcoin? 😮

In Jan 2009, developer Hal Finney predicted that one day Bitcoin could be worth as much as $10,00…",2020-02-05 23:59:35
617,RT @bloqport: DATA: The current price of BTC is roughly in line with the popular stock-to-flow (S2F) system for technical analysis that pre…,2020-02-05 23:59:30
618,"#bitcoin newbies follow this man. 

@aantonop https://t.co/4kyNGaq7Lc",2020-02-05 23:59:30
619,"RT @bloqport: BREAKING: Twitter co-founder, Christopher Isaac “Biz” Stone, has invested in the fintech app 'Mode Banking' that allows users…",2020-02-05 23:59:27
620,"RT @bloqport: DATA: Hodling pays off. Over 3/4 of all existing Bitcoin (~76%) are in profit, meaning the value is currently higher than the…",2020-02-05 23:59:26
621,Yahoo Finance and https://t.co/y4REzOFevU Falsely Claim Bitcoin Is Down -56% – BeInCrypto https://t.co/zi4wfihsHo https://t.co/56FdEFxPV7,2020-02-05 23:59:25
622,RT @winklevoss: There are less bitcoin (21 million) than there are millionaires in the world today (~36 million). It will pay to be an earl…,2020-02-05 23:59:23
623,"RT @bloqport: The China's central bank injected 900bn Yuan (~$130bn) of liquidity into their economy in just one day (Monday). 

To give yo…",2020-02-05 23:59:21
624,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/K09rpztzET,2020-02-05 23:59:21
625,"RT @bloqport: DATA: Bitcoin’s difficulty and hash rate continue to hit ATHs.

The difficulty is currently at an all-time high of 15.4 TH/s.…",2020-02-05 23:59:18
626,@Bitcoin_Bacon @JinglesBTC @RealPutlocker @blbtheman @libertytxn @LiamMidderham @BitcoinSV @_unwriter That's right.… https://t.co/foqS3BSXkZ,2020-02-05 23:59:15
627,"RT @CryptoBull: The breakout from this thing is likely to lead to the biggest weekly green candle in bitcoin's history. 

Consider yourself…",2020-02-05 23:59:14
628,"RT @bgarlinghouse: Also..this is the same guy that said bitcoin will go to 20K in 2019 ‾\_(ツ)_/‾   #notNostradamus

He did predict Tom Hank…",2020-02-05 23:59:11
629,@ksglassmeyer @MatthewJshow @realDonaldTrump If someone doesn't mind explaining what relevance does this Bitcoin gi… https://t.co/Tnkw6opbyA,2020-02-05 23:59:10
630,"RT @APompliano: Important message as we enter the next Bitcoin bull market:

- BTC is very volatile
- You can lose all of your money
- Only…",2020-02-05 23:59:07
631,"RT @drew_coin: $OXT has my attention.  Not because its worth anything.  Not because I think its going to make a move. 

I like it because t…",2020-02-05 23:59:06
632,"What if I believed in Bitcoin about 8 years ago, and I bought it instead of spending $25 a week for diapers, I woul… https://t.co/AT3ffBKqxg",2020-02-05 23:59:02
633,"RT @bloqport: January 2020: 

Tesla: +56%
Bitcoin: +28%
Amazon: +9%
Microsoft: +8%
Google: +7%
Apple: +5%
Gold: +4.5%
Nasdaq 100: +3%
Bonds…",2020-02-05 23:58:53
634,"The first 5 days result of February 2020: +26,62%

https://t.co/gNjMd4nJr0

Automated #bitcoin
 mirror trading syst… https://t.co/Gm1CbTXoWG",2020-02-05 23:58:50
635,RT @ThisIsNuse: I think some stupid shit every now and then too.,2020-02-05 23:58:50
636,RT @Yuhceewire: I need a legit Bitcoin dealer for deals running into millions of naira.,2020-02-05 23:58:48
637,"RT @CryptoBull: The breakout from this thing is likely to lead to the biggest weekly green candle in bitcoin's history. 

Consider yourself…",2020-02-05 23:58:47
638,RT @Bitsahara: The best years for #Bitcoin are yet to come. #stacksats,2020-02-05 23:58:46
639,"RT @bloqport: #Bitcoin Yearly Lows:

2010 – $0.01
2011 – $0.30
2012 – $4
2013 – $65
2014 – $200
2015 – $185
2016 – $365
2017 – $780
2018 –…",2020-02-05 23:58:42
640,"Join the #Dayton #Bitcoin Blockchain and Cryptocurrency Meetup tomorrow @thedaytonbeerco ! 
Will $10k BTC join us? https://t.co/Ii4rXQVenq",2020-02-05 23:58:39
641,RT @APompliano: Bitcoin doesn’t care about your opinion.,2020-02-05 23:58:37
642,"RT @UFOsup: The OmniLayer for Bitcoin client Omnicore 0.7.1 is available, if you're running a previous version please update. You can get t…",2020-02-05 23:58:36
643,"RT @Cointelegraph: The argument for #Bitcoin as a non-correlated asset grows stronger as convincing data continues presenting itself, @APom…",2020-02-05 23:58:35
644,It was an awesome section with these young budding teenagers with fire in them to achieve financial success… https://t.co/eL4EvZetHj,2020-02-05 23:58:35
645,Crypto’s Dotcom Era Begins as Handshake Launches Decentralized Domains https://t.co/x6DAt4adqu,2020-02-05 23:58:33
646,"RT @bloqport: BREAKING: Twitter co-founder, Christopher Isaac “Biz” Stone, has invested in the fintech app 'Mode Banking' that allows users…",2020-02-05 23:58:30
647,"RT @Davincij15: Everyone is talking about owning at least 1 BTC. Good goal but always remember why you want money (aka bitcoin).  

Money i…",2020-02-05 23:58:27
648,"RT @zeusyeet: 🎁 20$ $BTC #GIVEAWAY

⭐️Follow me &amp; @SharingforCari1
⭐️Retweet &amp; Like
⭐️Tag 3 friends
⭐️Turn on notification🔔

⏰ Rolling in 4…",2020-02-05 23:58:25
649,"RT @rektcapital: Bitcoin tends to rally exponentially after the Halving

How much exactly?

Post-Halving 1:

+3,420%

Post-Halving 2:

+4,0…",2020-02-05 23:58:19
650,"RT @bloqport: There is and will only ever be 21 million Bitcoins.

That’s ~0.003 Bitcoin for every person and 1 Bitcoin for every 333 on ea…",2020-02-05 23:58:18
651,"You Will Regret Not Buying Ethereum at $200, This Trader Says https://t.co/Kt2xOV0VGm  #XBT #BTC #Bitcoin",2020-02-05 23:58:17
652,"RT @bitcoin2020conf: If you had to pick one, which piece of limited-edition Bitcoin 2020 merch would you be most likely to purchase?

Leave…",2020-02-05 23:58:16
653,"RT @ErikVoorhees: If each millionaire on Earth wanted a Bitcoin, they couldn’t all have one. If you own one, congratulations 🍾  Hold onto i…",2020-02-05 23:58:14
654,The world's first Bitcoin-settled index futures https://t.co/0O2OQSjc1j #bitcoin $BTC,2020-02-05 23:58:13
655,"RT @cryptocom: Look 👀how fast bitcoin is moving! This week we're giving away $5,000 USD💰in $BTC. $50 each to 100 people who 
✅Follow
✅Like…",2020-02-05 23:58:12
656,Fake-Satoshi and BSV Proponents Make a New Bizarre Claim on Bitcoin https://t.co/ujL5FBDhbX https://t.co/l9o5MhKuSk,2020-02-05 23:58:11
657,"RT @bloqport: There is and will only ever be 21 million Bitcoins.

That’s ~0.003 Bitcoin for every person and 1 Bitcoin for every 333 on ea…",2020-02-05 23:58:06
658,"RT @lightning: Today we're releasing Lightning Loop beta, a non-custodial service that makes it easier to send and receive #bitcoin on Ligh…",2020-02-05 23:58:06
659,"RT @Bitboy_Crypto: 🎉 #Bitcoin Giveaway! 🎉

I'm giving away $200 in #Bitcoin. Winners picked on the #Blockchain with @fairpickapp on Februar…",2020-02-05 23:58:02
660,"RT @arkadeum: We will NEVER EVER AGAIN see #Bitcoin below 9k, unless it drops below 9k in which case we'll see BTC below 9k again. But that…",2020-02-05 23:57:58
661,"RT @Bakkt: Wouldn’t it be great if you could open a digital wallet and view your rewards accounts, crypto, game points… converted into cash…",2020-02-05 23:57:58
662,"@BryanJacoutot @PriceSmith8 @PrestonPysh @Bitcoin The masses haven’t adopted BTC, and I don’t see it happening afte… https://t.co/KyBOUUbuft",2020-02-05 23:57:58
663,Skip syncing and start using any blockchain instantly -- Check out our docs to get started today!… https://t.co/Ga5dPUrFdK,2020-02-05 23:57:57
664,"RT @lil_cryp: ⚡️New interview with the one and only @jimmysong 

The Complete Case For #Bitcoin 

✅If you want to learn why Bitcoin is the…",2020-02-05 23:57:57
665,RT @winklevoss: There are less bitcoin (21 million) than there are millionaires in the world today (~36 million). It will pay to be an earl…,2020-02-05 23:57:55
666,"@zackvoell God I hope you are right... I need to get more.
#bitcoin $btc",2020-02-05 23:57:53
667,"RT @ProTrader_Mike: $BTC Bitcoin to hit 10,000++",2020-02-05 23:57:50
668,Bakkt Crypto Exchange to Buy Out Digital Services Provider https://t.co/Q6vRxxPCpX #bitcoin https://t.co/3maMAaZonr,2020-02-05 23:57:46
669,"@whoa_ethan I guess I get that, I just enjoy periodically being reminded what an absurd and pointless site this is… https://t.co/pWPc2bdRyg",2020-02-05 23:57:46
670,"BTFD.

Thats it, thats the tweet.

#Bitcoin",2020-02-05 23:57:44
671,@realmaxkeiser @realmaxkeiser what is the current best bitcoin wallet,2020-02-05 23:57:39
672,"$BTC Bitcoin to hit 10,000++",2020-02-05 23:57:38
673,"Bitcoin's had quite the run for something the Fed is pretty much calling obsolete:

https://t.co/1C7UTOrguu",2020-02-05 23:57:34
674,"RT @CryptoBull: The breakout from this thing is likely to lead to the biggest weekly green candle in bitcoin's history. 

Consider yourself…",2020-02-05 23:57:33
675,"RT @extstock: Receive free 5,000 MBC tokens with ExtStock Airdrop!
Steps:
1. Follow us @extstock
2. RT this tweet
3. Comment with #cryptocu…",2020-02-05 23:57:32
676,"RT @bloqport: A study found that Millennials favour Bitcoin over stocks &amp; real estate. 

Could it be linked to the fact that more than 31%…",2020-02-05 23:57:31
677,"RT @jordiBlockchain: 2 x 20$ $BTC SO DOUBLE THE WIN GIVEAWAY🤑

 Rolling in 72 hrs 

Rules: Like, Retweet &amp; Tag 6 friends

follow 
@jordiBlo…",2020-02-05 23:57:23
678,"RT @LunarCRUSH: Current Top 5 Galaxy Scores on https://t.co/8DsA0NFOWp

$dgb #digibyte
$eth #ethereum
$btc #bitcoin
$xtz #tezos
$bnb #binan…",2020-02-05 23:57:23
679,"""The most important part of Bitcoin, when it comes to the global hedge, is the fact that it’s a non-correlated asse… https://t.co/NzfwQv7ZS7",2020-02-05 23:57:22
680,RT @pascalboyart: Just finished my 1st big mural and couldn't resist to add a #Bitcoin QR code! https://t.co/v3ao3rIeYd,2020-02-05 23:57:19
681,"RT @glassnode: HODLed #Bitcoin is sharply increasing as we move into 2020. Currently, over 40% of all $BTC have not been moved for at least…",2020-02-05 23:57:09
682,"@73pooka @jaybny @PrestonPysh @Bitcoin And you have tunnel vision, you can’t even see the risks that lie ahead.",2020-02-05 23:57:06
683,"RT @bloqport: 24hrs in Crypto:

• Bitcoin hits new 2020 high
• Millennials pick BTC over stocks
• Russia invest $450m in blockchain
• India…",2020-02-05 23:57:06
684,Real developers use the BITCOIN to track a bunch of random numbers. Informix overly complicated algorithms. drink the kool-aid.,2020-02-05 23:57:04
685,"RT @jordiBlockchain: 2 x 20$ $BTC SO DOUBLE THE WIN GIVEAWAY🤑

 Rolling in 72 hrs 

Rules: Like, Retweet &amp; Tag 6 friends

follow 
@jordiBlo…",2020-02-05 23:57:03
686,"Bitcoin and majors have had some good rallies.

What's impressed me the most is the strength showed by alts.

Actua… https://t.co/LCbV8uS9s0",2020-02-05 23:57:03
687,"RT @bloqport: It’s easy to see why millennials favour #Bitcoin over stocks &amp; real estate.

When baby boomers hit 35 in 1990, they owned nea…",2020-02-05 23:57:02
688,i still have like 300$ left of bitcoin should i just sell it or what?  i could use $300 i held onto ripple cuz i th… https://t.co/f8M1wbNxrj,2020-02-05 23:57:01
689,"BTC/USD | $BTCUSD | $BTC $USD

BTCUSD Bitcoin Halving 2020

Long or short it with BTC on Trade8:… https://t.co/kSfiKfg0Do",2020-02-05 23:57:01
690,"RT @BTC_Macro: Don't buy stupid shit you don't need. Save your money, and put it into Bitcoin.

Every $100 you spend today will be worth at…",2020-02-05 23:57:00
691,"RT @bloqport: Since January 2020:

Bitcoin: +30%
Apple: +11.07%
Facebook: +9.20%
Microsoft: +6.66%
Netflix: +5.99%
Gold: +3.27%
Amazon: +0.…",2020-02-05 23:56:58
692,"@cz_binance I know you are waiting patiently, so you can retweet your famous tweet (slap yourself if you sold bitcoin below 1000) 😏",2020-02-05 23:56:56
693,"@cz_binance Buy with CC card.
Don’t pay cc bill.
Declare bankruptcy.
Have no assets other than bitcoin (unconfiscat… https://t.co/fDPTYO3szB",2020-02-05 23:56:52
694,There is some weird relationship between the alt coin market and bitcoin price that I don’t fully understand,2020-02-05 23:56:51
695,"RT @TruthRaiderHQ: If @elonmusk wanted to he could run #Bitcoin lightning network from space faster than on earth using Starlink.

40x fast…",2020-02-05 23:56:49
696,"RT @Marckselll: 💰 BIG GIVEAWAY 100$ #bitcoin

3 winners of 20$ btc have been payed 2 more winners to be chosen in 24 hours

Finish the easy…",2020-02-05 23:56:48
697,"RT @bloqport: DATA: Hodling pays off. Over 3/4 of all existing Bitcoin (~76%) are in profit, meaning the value is currently higher than the…",2020-02-05 23:56:43
698,"RT @bloqport: DATA: Bitcoin’s difficulty and hash rate continue to hit ATHs.

The difficulty is currently at an all-time high of 15.4 TH/s.…",2020-02-05 23:56:39
699,"RT @bloqport: January 2020: 

Tesla: +56%
Bitcoin: +28%
Amazon: +9%
Microsoft: +8%
Google: +7%
Apple: +5%
Gold: +4.5%
Nasdaq 100: +3%
Bonds…",2020-02-05 23:56:38
700,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:59:55
701,@adamdavidlong @lex_node Yep 👍.  Brave New world.  Bitcoin related judgments will have to be reduced to a monetary… https://t.co/Ai13BmooCw,2020-02-04 23:59:55
702,"RT @Bitboy_Crypto: 🎉 #Bitcoin Giveaway! 🎉

I'm giving away $200 in #Bitcoin. Winners picked on the #Blockchain with @fairpickapp on Februar…",2020-02-04 23:59:54
703,"RT @KennethBosak: 💰 #BITCOIN GIVEAWAY  🎁

ENTER:
🥇Follow @CoinFlipATM 🏧
🥈Like &amp; Retweet ♻️
🥉Tag 3 Bro Bros 🥛

WIN:
🏆$25 in $BTC 

Ends Febr…",2020-02-04 23:59:52
704,"RT @LegendaryMikex: HUGE BITCOIN GIVEAWAY!!! Click the video below and watch for details
https://t.co/KHG3gEu4jc",2020-02-04 23:59:47
705,RT @thebitcoinrabbi: @phil_geiger I think that the inflation of bitcoin in the first 10 years absolutely made it more secure. There was an…,2020-02-04 23:59:44
706,The traking of bitcoin address is possible and with an algorithm on address graph is posible try to find the flow o… https://t.co/TyYXnXSnQ2,2020-02-04 23:59:42
707,@phil_geiger I think that the inflation of bitcoin in the first 10 years absolutely made it more secure. There was… https://t.co/9wZzzoTGcG,2020-02-04 23:59:38
708,"RT @RSKsmart: From the villas of Buenos Aires to #DeFi for @Bitcoin, read about how #IOVLabs CEO @dieguito launched the revolution for fina…",2020-02-04 23:59:38
709,Any #SydneyCrypto lords should get around this event. It is for a Nobel cause and a bunch of #Crypto legends are go… https://t.co/HkoGTVAUIN,2020-02-04 23:59:36
710,$BTC A big chance in a million! Price: \1002640 (2020/02/05 08:55) #仮想通貨 #暗号資産 #ビットコイン #Bitcoin #BTC #cryptocurrency,2020-02-04 23:59:32
711,"$eos
$btc pairing: 1H

Starting to break out. Zooming the resistance on the hourly chart, we can see the back test… https://t.co/nIT9Z1ZKTE",2020-02-04 23:59:32
712,RT @digital_mine_: Daily profit for HODLING BTC since 2013 Data taken since 29/10/2018 @ 10:45am (UTC) Updated every hour #bitcoin #btc #cr…,2020-02-04 23:59:29
713,@BitPivots @marine_homeless bitcoin  thanks for the gift,2020-02-04 23:59:28
714,"RT @crypto_goat_: “Whenever #bitcoin breaks back into its 200 day, its average six-month gain is 197%.” - @fundstrat 

$BTC #Cryptocurrency…",2020-02-04 23:59:27
715,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:59:27
